,issue,component_path,commit,LOC_change,is_test,parent,tag_commit,date_commit,tag_parent,module,fail_component,package,index_bug
174,1067,src\main\java\org\jfrog\hudson\release\scm\git\GitPushDryRunCallable.java,f50e622090f8cfe6f0a7265a69d7b526ee6d5d7b,193,0,88e2521ae5e9995073fa71090588cfde9249ce75,artifactory-2.16.0,2018-05-01 10:04:21,artifactory-2.16.0,,org.jfrog.hudson.release.scm.git.GitPushDryRunCallable,org.jfrog.hudson.release.scm.git,174
175,1057,src\main\java\org\jfrog\hudson\release\PromotionUtils.java,1950547d79e009e320e47f66c5187197f08e8ff1,331,0,1b64af4ddb783b8e946f3872c06b4e4ecc2928c2,artifactory-2.16.2,2018-05-17 10:59:38,artifactory-2.16.2,,org.jfrog.hudson.release.PromotionUtils,org.jfrog.hudson.release,175
176,1075,src\main\java\org\jfrog\hudson\pipeline\docker\DockerImage.java,a5c0337c209831a2f11d06ee1e3ab240bc1042ce,30,0,1950547d79e009e320e47f66c5187197f08e8ff1,artifactory-2.16.2,2018-06-03 10:49:54,artifactory-2.16.2,,org.jfrog.hudson.pipeline.docker.DockerImage,org.jfrog.hudson.pipeline.docker,176
177,1083,src\main\java\org\jfrog\hudson\pipeline\Utils.java,994bf1673eca2f29c42f0284c42ef9f52e1951bc,43,0,f75fdf0156f96514025a6cdd1998fe460a4f3cdf,artifactory-2.16.2,2018-07-09 08:05:53,artifactory-2.16.2,,org.jfrog.hudson.pipeline.Utils,org.jfrog.hudson.pipeline,177
178,1098,src\main\java\org\jfrog\hudson\pipeline\types\deployers\GradleDeployer.java,95a98c90649d579799ed77410bd4469c8bdf595e,96,0,f3559fc2ac243678209d61fab13a34679d1723db,artifactory-3.0.0,2018-09-04 09:23:07,artifactory-3.0.0,,org.jfrog.hudson.pipeline.types.deployers.GradleDeployer,org.jfrog.hudson.pipeline.types.deployers,178
179,1099,src\main\java\org\jfrog\hudson\pipeline\steps\DockerPushStep.java,bfa0cb5fec5d407080e554b1a13229b7a25c4312,20,0,95a98c90649d579799ed77410bd4469c8bdf595e,artifactory-3.0.0,2018-09-25 15:23:06,artifactory-3.0.0,,org.jfrog.hudson.pipeline.steps.DockerPushStep,org.jfrog.hudson.pipeline.steps,179
180,1102,src\main\java\org\jfrog\hudson\ArtifactoryServer.java,7b7398f2b5b9808992d3640315ea299b1d94cada,109,0,bfa0cb5fec5d407080e554b1a13229b7a25c4312,artifactory-3.0.0,2018-10-11 13:19:09,artifactory-3.0.0,,org.jfrog.hudson.ArtifactoryServer,org.jfrog.hudson,180
181,1110,src\main\java\org\jfrog\hudson\pipeline\steps\ArtifactoryGradleBuild.java,d3d645b8e940956e271bdd199fcc094ae5327542,35,0,041c19b6b63bba12886f5312ad4afeb7630406e1,artifactory-3.0.0,2018-11-06 14:06:14,artifactory-3.0.0,,org.jfrog.hudson.pipeline.steps.ArtifactoryGradleBuild,org.jfrog.hudson.pipeline.steps,181
182,1116,src\main\java\org\jfrog\hudson\util\publisher\PublisherContext.java,1dc7bca2cc60043ab9e97b49b5c0cdea70621a4c,8,0,2b85759e38bd215dc2bb8c0fb8315e8e8f731bc1,artifactory-3.0.0,2018-12-24 13:31:01,artifactory-3.0.0,,org.jfrog.hudson.util.publisher.PublisherContext,org.jfrog.hudson.util.publisher,182
183,1132,src\main\java\org\jfrog\hudson\pipeline\common\Utils.java,135628e0a402f3a503662fa0121403feff6bdcf1,9,0,004175cd6a8d295f6e8c336b7ed5c0eb4e5b8093,artifactory-3.1.0,2019-01-15 10:16:53,artifactory-3.1.0,,org.jfrog.hudson.pipeline.common.Utils,org.jfrog.hudson.pipeline.common,183
184,1133,src\main\java\org\jfrog\hudson\trigger\ArtifactoryTrigger.java,001b937f559266dcb2cdc92e2a109b6b79b968df,146,0,135628e0a402f3a503662fa0121403feff6bdcf1,artifactory-3.1.0,2019-01-16 09:45:00,artifactory-3.1.0,,org.jfrog.hudson.trigger.ArtifactoryTrigger,org.jfrog.hudson.trigger,184
185,1130,src\main\java\org\jfrog\hudson\action\ArtifactoryProjectAction.java,5d974f6e11e7a1ae483723dd8cbad2ec4896dc1d,24,0,001b937f559266dcb2cdc92e2a109b6b79b968df,artifactory-3.1.0,2019-01-16 11:56:15,artifactory-3.1.0,,org.jfrog.hudson.action.ArtifactoryProjectAction,org.jfrog.hudson.action,185
186,1134,src\main\java\org\jfrog\hudson\pipeline\declarative\utils\DeclarativePipelineUtils.java,64ed76d149a868b183af91afb5409d553ac14c9c,11,0,ace55b7de865ca19a15694a3bbfd8d98c69646cc,artifactory-3.1.0,2019-01-16 13:17:43,artifactory-3.1.0,,org.jfrog.hudson.pipeline.declarative.utils.DeclarativePipelineUtils,org.jfrog.hudson.pipeline.declarative.utils,186
187,1136,src\main\java\org\jfrog\hudson\maven3\Maven3Builder.java,a3b5d86974e7b1987408e74d9f53bfda69b354fe,10,0,f5310484b1f7e3c4b40431930f8442ff78659b50,artifactory-3.1.1,2019-01-22 08:13:26,artifactory-3.1.1,,org.jfrog.hudson.maven3.Maven3Builder,org.jfrog.hudson.maven3,187
188,1137,src\main\java\org\jfrog\hudson\pipeline\common\Utils.java,40f11cc0b5a650a2f20f61ba8d86bab431aee3b2,267,0,b260b1733b4fd5abf8896e538743b391a906cb95,artifactory-3.1.1,2019-01-28 16:00:38,artifactory-3.1.1,,org.jfrog.hudson.pipeline.common.Utils,org.jfrog.hudson.pipeline.common,188
