,Unnamed: 0,TEST,bug_ID,project,time_budget,faulty_class,sum_detected,count_detected,FP,FP_genric,LOC,LOC_P,Random
200,4347,org.apache.commons.lang.RandomStringUtils,45,Lang,60,0.0,0,7,0.381,0.2185,99,0.0441767068273,0.247191636349
201,7214,org.apache.commons.lang.RandomStringUtils,44,Lang,60,0.0,0,8,0.381,0.2185,99,0.0441767068273,0.630524671802
202,2251,org.apache.commons.lang.RandomStringUtils,46,Lang,60,0.0,0,8,0.381,0.2185,99,0.0441767068273,0.350080009229
203,16594,org.apache.commons.lang.RandomStringUtils,40,Lang,60,0.0,0,6,0.381,0.2185,99,0.0441767068273,0.673766787644
204,4971,org.apache.commons.lang.RandomStringUtils,51,Lang,60,0.0,0,8,0.381,0.2185,99,0.0441767068273,0.406882715746
205,6998,org.apache.commons.lang.RandomStringUtils,52,Lang,60,0.0,0,5,0.381,0.2185,99,0.0441767068273,0.465682919566
206,6131,org.apache.commons.lang.RandomStringUtils,41,Lang,60,0.0,0,6,0.381,0.2185,99,0.0441767068273,0.744924578033
207,2677,org.apache.commons.lang.RandomStringUtils,62,Lang,60,0.0,0,7,0.381,0.2185,99,0.0441767068273,0.8637907742
208,5250,org.apache.commons.lang.SerializationException,42,Lang,60,0.0,0,9,0.105,0.068,17,0.00758589915216,0.927656113005
209,1203,org.apache.commons.lang.SerializationException,52,Lang,60,0.0,0,10,0.105,0.068,17,0.00758589915216,0.141501255382
210,2235,org.apache.commons.lang.SerializationException,46,Lang,60,0.0,0,10,0.105,0.068,17,0.00758589915216,0.167159103681
